Breed,Age (Years),Weight (kg),Color,Gender,breed_key,rank_recent,rank_mean,rank_missing_share,Gender_bin,size_class,age_bin
Lhasa Apso,10,34,Black and White,Male,apso lhasa,78.0,71.375,0.0,0,large,senior
Bernese Mountain Dog,9,27,Red,Female,bernese mountain,22.0,26.5,0.0,1,large,senior
French Bulldog,8,28,Bicolor,Female,bulldog french,2.0,5.75,0.0,1,large,senior
Bull Terrier,13,54,Gray,Male,bull terrier,64.0,58.125,0.0,0,giant,senior
Saint Bernard,10,31,Tan,Female,bernard saint,,,,1,large,senior
Whippet,4,59,Red,Female,whippet,59.0,58.875,0.0,1,giant,adult
Cavalier King Charles Spaniel,7,16,Tan,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,medium,adult
Pekingese,4,7,Sable,Female,pekingese,95.0,86.375,0.0,1,small,adult
Rottweiler,8,26,Brindle,Male,rottweiler,8.0,8.5,0.0,0,large,senior
Chesapeake Bay Retriever,8,17,Bicolor,Female,bay chesapeake retriever,50.0,44.125,0.0,1,medium,senior
Miniature Schnauzer,3,21,Spotted,Female,miniature schnauzer,19.0,17.5,0.0,1,medium,adult
Doberman Pinscher,8,7,Sable,Female,doberman pinscher,18.0,15.625,0.0,1,small,senior
Pekingese,12,32,Merle,Male,pekingese,95.0,86.375,0.0,0,large,senior
Boston Terrier,9,17,Black and Tan,Male,boston terrier,21.0,21.625,0.0,0,medium,senior
Golden Retriever,5,58,Sable,Female,golden retriever,4.0,3.125,0.0,1,giant,adult
Poodle,4,46,Sable,Male,poodle,6.0,7.0,0.0,0,giant,adult
Vizsla,11,40,Gray,Male,vizsla,35.0,32.625,0.0,0,large,senior
Siberian Husky,1,5,Black and White,Male,husky siberian,16.0,13.5,0.0,0,small,puppy
Airedale Terrier,3,18,Black and Tan,Female,airedale terrier,62.0,57.375,0.0,1,medium,adult
Dogo Argentino,11,42,Black,Male,argentino dogo,93.0,93.0,0.875,0,large,senior
Golden Retriever,13,23,Black,Female,golden retriever,4.0,3.125,0.0,1,medium,senior
Jack Russell Terrier,6,40,Cream,Male,jack russell terrier,,,,0,large,adult
Bichon Frise,5,15,White,Female,bichon frise,45.0,44.125,0.0,1,medium,adult
Shetland Sheepdog,3,24,Tricolor,Female,sheepdog shetland,27.0,23.75,0.0,1,medium,adult
Bull Terrier,8,49,Sable,Female,bull terrier,64.0,58.125,0.0,1,giant,senior
Bull Terrier,11,32,Red,Female,bull terrier,64.0,58.125,0.0,1,large,senior
Pembroke Welsh Corgi,4,14,White,Male,corgi pembroke welsh,11.0,16.625,0.0,0,medium,adult
Pomeranian,8,53,Brindle,Female,pomeranian,23.0,21.75,0.0,1,giant,senior
Cavalier King Charles Spaniel,4,43,Merle,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,large,adult
Doberman Pinscher,2,17,Cream,Female,doberman pinscher,18.0,15.625,0.0,1,medium,adult
Beagle,14,52,Tan,Female,beagle,7.0,5.625,0.0,1,giant,senior
Rottweiler,5,43,White,Male,rottweiler,8.0,8.5,0.0,0,large,adult
Miniature Schnauzer,6,54,White,Male,miniature schnauzer,19.0,17.5,0.0,0,giant,adult
Great Dane,4,43,Black and White,Male,dane great,15.0,15.25,0.0,0,large,adult
Alaskan Malamute,3,10,Cream,Female,alaskan malamute,65.0,58.875,0.0,1,small,adult
Cocker Spaniel,12,27,Spotted,Male,cocker spaniel,30.0,29.375,0.0,0,large,senior
Rottweiler,2,17,Merle,Male,rottweiler,8.0,8.5,0.0,0,medium,adult
Belgian Malinois,12,7,Blue,Female,belgian malinoi,37.0,47.875,0.0,1,small,senior
Pekingese,11,5,Tricolor,Female,pekingese,95.0,86.375,0.0,1,small,senior
Irish Setter,12,54,Tricolor,Female,irish setter,75.0,74.625,0.0,1,giant,senior
Shetland Sheepdog,4,29,Black and White,Male,sheepdog shetland,27.0,23.75,0.0,0,large,adult
Boxer,5,47,Black and Tan,Male,boxer,14.0,10.625,0.0,0,giant,adult
Bernese Mountain Dog,5,34,Black and White,Male,bernese mountain,22.0,26.5,0.0,0,large,adult
Whippet,7,33,Spotted,Female,whippet,59.0,58.875,0.0,1,large,adult
Shiba Inu,10,37,Gray,Female,inu shiba,43.0,44.875,0.0,1,large,senior
Bichon Frise,10,9,Sable,Male,bichon frise,45.0,44.125,0.0,0,small,senior
Boxer,4,13,Gray,Female,boxer,14.0,10.625,0.0,1,medium,adult
Great Dane,8,23,Tan,Male,dane great,15.0,15.25,0.0,0,medium,senior
Alaskan Malamute,13,50,Brown,Female,alaskan malamute,65.0,58.875,0.0,1,giant,senior
Doberman Pinscher,5,33,Bicolor,Female,doberman pinscher,18.0,15.625,0.0,1,large,adult
Belgian Malinois,12,12,Blue,Male,belgian malinoi,37.0,47.875,0.0,0,medium,senior
Labrador Retriever,14,13,White,Female,labrador retriever,1.0,1.0,0.0,1,medium,senior
Pomeranian,13,21,Cream,Female,pomeranian,23.0,21.75,0.0,1,medium,senior
Pug,1,27,Tan,Male,pug,29.0,31.0,0.0,0,large,puppy
West Highland White Terrier,11,47,Red,Male,highland terrier west white,44.0,41.0,0.0,0,giant,senior
Weimaraner,14,20,Bicolor,Male,weimaraner,39.0,35.5,0.0,0,medium,senior
Cavalier King Charles Spaniel,1,25,Sable,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,large,puppy
Maltese,1,53,Tricolor,Female,maltese,38.0,33.0,0.0,1,giant,puppy
Papillon,1,26,Black and White,Female,papillon,53.0,49.375,0.0,1,large,puppy
French Bulldog,5,28,Merle,Female,bulldog french,2.0,5.75,0.0,1,large,adult
Chinese Shar-Pei,12,38,Brown,Male,chinese pei shar,61.0,60.875,0.0,0,large,senior
Yorkshire Terrier,14,7,Brown,Female,terrier yorkshire,13.0,9.0,0.0,1,small,senior
Bichon Frise,6,53,Black and Tan,Female,bichon frise,45.0,44.125,0.0,1,giant,adult
Pekingese,6,31,Blue,Female,pekingese,95.0,86.375,0.0,1,large,adult
Irish Setter,10,16,Blue,Male,irish setter,75.0,74.625,0.0,0,medium,senior
Havanese,3,29,Spotted,Female,havanese,24.0,23.75,0.0,1,large,adult
Shiba Inu,11,20,Black and White,Male,inu shiba,43.0,44.875,0.0,0,medium,senior
Cocker Spaniel,1,52,Tan,Male,cocker spaniel,30.0,29.375,0.0,0,giant,puppy
Yorkshire Terrier,8,30,Brindle,Male,terrier yorkshire,13.0,9.0,0.0,0,large,senior
Rottweiler,2,10,Tan,Female,rottweiler,8.0,8.5,0.0,1,small,adult
Havanese,12,27,Sable,Female,havanese,24.0,23.75,0.0,1,large,senior
Shih Tzu,10,59,Tan,Female,shih tzu,20.0,18.875,0.0,1,giant,senior
Doberman Pinscher,10,56,White,Male,doberman pinscher,18.0,15.625,0.0,0,giant,senior
Papillon,11,39,Spotted,Female,papillon,53.0,49.375,0.0,1,large,senior
Labrador Retriever,13,34,Bicolor,Male,labrador retriever,1.0,1.0,0.0,0,large,senior
Pembroke Welsh Corgi,1,17,Spotted,Female,corgi pembroke welsh,11.0,16.625,0.0,1,medium,puppy
Great Dane,8,49,Black and Tan,Male,dane great,15.0,15.25,0.0,0,giant,senior
Weimaraner,13,25,Black and White,Female,weimaraner,39.0,35.5,0.0,1,large,senior
Bernese Mountain Dog,7,51,Blue,Female,bernese mountain,22.0,26.5,0.0,1,giant,adult
Shiba Inu,14,38,Brindle,Male,inu shiba,43.0,44.875,0.0,0,large,senior
West Highland White Terrier,8,16,Black and White,Female,highland terrier west white,44.0,41.0,0.0,1,medium,senior
Chihuahua,11,51,Tan,Female,chihuahua,34.0,29.75,0.0,1,giant,senior
Pomeranian,10,35,Brindle,Male,pomeranian,23.0,21.75,0.0,0,large,senior
Great Dane,1,51,Tricolor,Male,dane great,15.0,15.25,0.0,0,giant,puppy
Boston Terrier,12,16,Cream,Female,boston terrier,21.0,21.625,0.0,1,medium,senior
Miniature Schnauzer,12,11,Spotted,Male,miniature schnauzer,19.0,17.5,0.0,0,medium,senior
Bulldog,10,36,Sable,Female,bulldog,5.0,4.625,0.0,1,large,senior
Pomeranian,5,39,Tricolor,Male,pomeranian,23.0,21.75,0.0,0,large,adult
Saint Bernard,13,46,Cream,Female,bernard saint,,,,1,giant,senior
Cocker Spaniel,9,26,Tan,Female,cocker spaniel,30.0,29.375,0.0,1,large,senior
Rottweiler,6,15,Merle,Female,rottweiler,8.0,8.5,0.0,1,medium,adult
Yorkshire Terrier,3,32,Black and White,Male,terrier yorkshire,13.0,9.0,0.0,0,large,adult
Shih Tzu,13,22,Merle,Female,shih tzu,20.0,18.875,0.0,1,medium,senior
Poodle,12,43,Tan,Female,poodle,6.0,7.0,0.0,1,large,senior
Labrador Retriever,12,11,Spotted,Female,labrador retriever,1.0,1.0,0.0,1,medium,senior
Yorkshire Terrier,12,16,Tricolor,Female,terrier yorkshire,13.0,9.0,0.0,1,medium,senior
Australian Shepherd,6,53,Gray,Female,australian shepherd,12.0,16.0,0.0,1,giant,adult
Australian Shepherd,5,34,Merle,Male,australian shepherd,12.0,16.0,0.0,0,large,adult
Dogo Argentino,2,18,Bicolor,Female,argentino dogo,93.0,93.0,0.875,1,medium,adult
Pembroke Welsh Corgi,13,51,Bicolor,Male,corgi pembroke welsh,11.0,16.625,0.0,0,giant,senior
Bulldog,13,24,Red,Female,bulldog,5.0,4.625,0.0,1,medium,senior
Bull Terrier,1,12,Tan,Female,bull terrier,64.0,58.125,0.0,1,medium,puppy
Great Dane,3,21,Red,Female,dane great,15.0,15.25,0.0,1,medium,adult
Samoyed,6,11,White,Female,samoyed,56.0,61.5,0.0,1,medium,adult
Border Collie,5,45,Tan,Male,border collie,,,,0,giant,adult
Dachshund,13,20,Merle,Female,dachshund,10.0,11.625,0.0,1,medium,senior
Papillon,3,7,Black and Tan,Male,papillon,53.0,49.375,0.0,0,small,adult
Irish Setter,8,15,Black and White,Male,irish setter,75.0,74.625,0.0,0,medium,senior
Rottweiler,4,46,Black,Female,rottweiler,8.0,8.5,0.0,1,giant,adult
Bichon Frise,6,47,Black and White,Female,bichon frise,45.0,44.125,0.0,1,giant,adult
Chinese Shar-Pei,11,45,Red,Male,chinese pei shar,61.0,60.875,0.0,0,giant,senior
Saint Bernard,7,34,Spotted,Male,bernard saint,,,,0,large,adult
Belgian Malinois,5,15,Tricolor,Male,belgian malinoi,37.0,47.875,0.0,0,medium,adult
Miniature Schnauzer,10,15,Blue,Male,miniature schnauzer,19.0,17.5,0.0,0,medium,senior
Dogo Argentino,9,36,Black and White,Male,argentino dogo,93.0,93.0,0.875,0,large,senior
Akita,1,22,Tricolor,Male,akita,48.0,46.5,0.0,0,medium,puppy
Chinese Shar-Pei,11,40,Spotted,Male,chinese pei shar,61.0,60.875,0.0,0,large,senior
Cavalier King Charles Spaniel,11,41,Brown,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,large,senior
Dogo Argentino,12,41,Brown,Female,argentino dogo,93.0,93.0,0.875,1,large,senior
Alaskan Malamute,1,22,Merle,Female,alaskan malamute,65.0,58.875,0.0,1,medium,puppy
Miniature Schnauzer,3,54,Merle,Male,miniature schnauzer,19.0,17.5,0.0,0,giant,adult
Samoyed,7,26,Brown,Female,samoyed,56.0,61.5,0.0,1,large,adult
Havanese,14,32,Black,Male,havanese,24.0,23.75,0.0,0,large,senior
German Shepherd,13,30,Bicolor,Male,german shepherd,3.0,2.125,0.0,0,large,senior
Beagle,13,52,Brindle,Female,beagle,7.0,5.625,0.0,1,giant,senior
West Highland White Terrier,2,59,Brown,Male,highland terrier west white,44.0,41.0,0.0,0,giant,adult
Dogo Argentino,6,13,Bicolor,Female,argentino dogo,93.0,93.0,0.875,1,medium,adult
Lhasa Apso,10,38,Tricolor,Female,apso lhasa,78.0,71.375,0.0,1,large,senior
Cavalier King Charles Spaniel,6,52,Blue,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,giant,adult
Pug,3,14,Gray,Female,pug,29.0,31.0,0.0,1,medium,adult
Border Collie,4,16,Merle,Male,border collie,,,,0,medium,adult
Saint Bernard,12,53,Black,Male,bernard saint,,,,0,giant,senior
Rottweiler,4,52,Merle,Male,rottweiler,8.0,8.5,0.0,0,giant,adult
West Highland White Terrier,14,33,Bicolor,Male,highland terrier west white,44.0,41.0,0.0,0,large,senior
Boxer,4,21,Tan,Male,boxer,14.0,10.625,0.0,0,medium,adult
Airedale Terrier,9,53,Black,Male,airedale terrier,62.0,57.375,0.0,0,giant,senior
Shih Tzu,6,7,Brindle,Male,shih tzu,20.0,18.875,0.0,0,small,adult
Beagle,14,13,Black and Tan,Male,beagle,7.0,5.625,0.0,0,medium,senior
Bloodhound,12,38,Tan,Male,bloodhound,46.0,49.375,0.0,0,large,senior
Bull Terrier,10,53,Spotted,Male,bull terrier,64.0,58.125,0.0,0,giant,senior
Yorkshire Terrier,6,19,Tan,Male,terrier yorkshire,13.0,9.0,0.0,0,medium,adult
Shih Tzu,2,45,Black and Tan,Female,shih tzu,20.0,18.875,0.0,1,giant,adult
Rottweiler,14,6,White,Female,rottweiler,8.0,8.5,0.0,1,small,senior
Pug,9,51,Merle,Female,pug,29.0,31.0,0.0,1,giant,senior
Pomeranian,11,36,Bicolor,Male,pomeranian,23.0,21.75,0.0,0,large,senior
Australian Shepherd,13,27,Bicolor,Female,australian shepherd,12.0,16.0,0.0,1,large,senior
Bernese Mountain Dog,8,50,Spotted,Female,bernese mountain,22.0,26.5,0.0,1,giant,senior
Yorkshire Terrier,8,5,Merle,Male,terrier yorkshire,13.0,9.0,0.0,0,small,senior
Saint Bernard,2,17,Black,Female,bernard saint,,,,1,medium,adult
Beagle,10,45,Cream,Male,beagle,7.0,5.625,0.0,0,giant,senior
Doberman Pinscher,14,5,Tricolor,Male,doberman pinscher,18.0,15.625,0.0,0,small,senior
Rottweiler,1,33,Tricolor,Female,rottweiler,8.0,8.5,0.0,1,large,puppy
Boston Terrier,10,36,Spotted,Male,boston terrier,21.0,21.625,0.0,0,large,senior
Bernese Mountain Dog,5,33,Sable,Female,bernese mountain,22.0,26.5,0.0,1,large,adult
Golden Retriever,7,24,Blue,Male,golden retriever,4.0,3.125,0.0,0,medium,adult
Pug,1,56,Brown,Female,pug,29.0,31.0,0.0,1,giant,puppy
Whippet,12,37,Black and White,Female,whippet,59.0,58.875,0.0,1,large,senior
Samoyed,4,47,Tan,Female,samoyed,56.0,61.5,0.0,1,giant,adult
Havanese,4,48,Red,Male,havanese,24.0,23.75,0.0,0,giant,adult
Maltese,5,9,Black,Female,maltese,38.0,33.0,0.0,1,small,adult
Bulldog,11,55,Gray,Female,bulldog,5.0,4.625,0.0,1,giant,senior
Weimaraner,2,22,Merle,Female,weimaraner,39.0,35.5,0.0,1,medium,adult
Airedale Terrier,13,34,Tan,Male,airedale terrier,62.0,57.375,0.0,0,large,senior
Rottweiler,11,43,White,Male,rottweiler,8.0,8.5,0.0,0,large,senior
Havanese,1,31,Tan,Male,havanese,24.0,23.75,0.0,0,large,puppy
Cavalier King Charles Spaniel,5,30,Merle,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,large,adult
Bernese Mountain Dog,7,23,Brindle,Male,bernese mountain,22.0,26.5,0.0,0,medium,adult
Boston Terrier,9,56,Black and Tan,Male,boston terrier,21.0,21.625,0.0,0,giant,senior
Chesapeake Bay Retriever,3,25,Sable,Male,bay chesapeake retriever,50.0,44.125,0.0,0,large,adult
Vizsla,13,52,White,Male,vizsla,35.0,32.625,0.0,0,giant,senior
Havanese,2,46,Brindle,Female,havanese,24.0,23.75,0.0,1,giant,adult
Bichon Frise,3,12,Bicolor,Male,bichon frise,45.0,44.125,0.0,0,medium,adult
Pekingese,2,39,Merle,Female,pekingese,95.0,86.375,0.0,1,large,adult
Chesapeake Bay Retriever,1,33,Brindle,Female,bay chesapeake retriever,50.0,44.125,0.0,1,large,puppy
Chinese Shar-Pei,2,37,Black and Tan,Female,chinese pei shar,61.0,60.875,0.0,1,large,adult
Dogo Argentino,7,54,Sable,Female,argentino dogo,93.0,93.0,0.875,1,giant,adult
Chinese Shar-Pei,5,43,Tricolor,Male,chinese pei shar,61.0,60.875,0.0,0,large,adult
Pomeranian,5,17,Tricolor,Female,pomeranian,23.0,21.75,0.0,1,medium,adult
Rottweiler,12,29,Black and Tan,Female,rottweiler,8.0,8.5,0.0,1,large,senior
Belgian Malinois,6,51,Black and White,Male,belgian malinoi,37.0,47.875,0.0,0,giant,adult
Rottweiler,10,51,Merle,Male,rottweiler,8.0,8.5,0.0,0,giant,senior
Boxer,4,12,White,Male,boxer,14.0,10.625,0.0,0,medium,adult
Labrador Retriever,7,14,Brown,Male,labrador retriever,1.0,1.0,0.0,0,medium,adult
Cocker Spaniel,11,44,Black and Tan,Female,cocker spaniel,30.0,29.375,0.0,1,large,senior
Weimaraner,1,50,Red,Male,weimaraner,39.0,35.5,0.0,0,giant,puppy
Doberman Pinscher,3,38,Tan,Female,doberman pinscher,18.0,15.625,0.0,1,large,adult
Boston Terrier,14,35,Brindle,Female,boston terrier,21.0,21.625,0.0,1,large,senior
Dogo Argentino,1,40,White,Female,argentino dogo,93.0,93.0,0.875,1,large,puppy
Lhasa Apso,8,39,Cream,Male,apso lhasa,78.0,71.375,0.0,0,large,senior
French Bulldog,8,44,Sable,Female,bulldog french,2.0,5.75,0.0,1,large,senior
West Highland White Terrier,14,7,Spotted,Female,highland terrier west white,44.0,41.0,0.0,1,small,senior
German Shepherd,2,34,Red,Male,german shepherd,3.0,2.125,0.0,0,large,adult
Boston Terrier,5,44,Red,Male,boston terrier,21.0,21.625,0.0,0,large,adult
Weimaraner,10,27,Sable,Female,weimaraner,39.0,35.5,0.0,1,large,senior
Bulldog,9,40,Sable,Male,bulldog,5.0,4.625,0.0,0,large,senior
Pug,12,58,Cream,Male,pug,29.0,31.0,0.0,0,giant,senior
Lhasa Apso,1,5,Sable,Female,apso lhasa,78.0,71.375,0.0,1,small,puppy
Jack Russell Terrier,4,31,Blue,Male,jack russell terrier,,,,0,large,adult
Dachshund,11,9,Black and White,Female,dachshund,10.0,11.625,0.0,1,small,senior
Samoyed,5,58,Merle,Female,samoyed,56.0,61.5,0.0,1,giant,adult
Basenji,11,48,Cream,Male,basenji,86.0,86.375,0.0,0,giant,senior
Cavalier King Charles Spaniel,7,52,Black,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,giant,adult
Bichon Frise,2,14,White,Female,bichon frise,45.0,44.125,0.0,1,medium,adult
Alaskan Malamute,14,11,Merle,Female,alaskan malamute,65.0,58.875,0.0,1,medium,senior
Schnauzer,4,34,Spotted,Female,schnauzer,,,,1,large,adult
Boston Terrier,4,10,Black,Female,boston terrier,21.0,21.625,0.0,1,small,adult
Beagle,3,6,Black and Tan,Male,beagle,7.0,5.625,0.0,0,small,adult
Boxer,5,27,Blue,Female,boxer,14.0,10.625,0.0,1,large,adult
Bichon Frise,5,31,Red,Female,bichon frise,45.0,44.125,0.0,1,large,adult
Jack Russell Terrier,11,34,Bicolor,Male,jack russell terrier,,,,0,large,senior
Saint Bernard,5,10,Spotted,Male,bernard saint,,,,0,small,adult
Cocker Spaniel,10,21,Brindle,Male,cocker spaniel,30.0,29.375,0.0,0,medium,senior
Siberian Husky,6,31,White,Male,husky siberian,16.0,13.5,0.0,0,large,adult
Miniature Schnauzer,9,49,White,Female,miniature schnauzer,19.0,17.5,0.0,1,giant,senior
Rottweiler,4,31,Bicolor,Male,rottweiler,8.0,8.5,0.0,0,large,adult
Dachshund,7,19,White,Female,dachshund,10.0,11.625,0.0,1,medium,adult
Akita,6,29,Blue,Male,akita,48.0,46.5,0.0,0,large,adult
Chesapeake Bay Retriever,4,13,Brindle,Male,bay chesapeake retriever,50.0,44.125,0.0,0,medium,adult
Alaskan Malamute,4,24,Black and Tan,Female,alaskan malamute,65.0,58.875,0.0,1,medium,adult
French Bulldog,8,34,Cream,Female,bulldog french,2.0,5.75,0.0,1,large,senior
Siberian Husky,1,16,Red,Male,husky siberian,16.0,13.5,0.0,0,medium,puppy
Weimaraner,10,51,Bicolor,Male,weimaraner,39.0,35.5,0.0,0,giant,senior
German Shepherd,8,26,Gray,Female,german shepherd,3.0,2.125,0.0,1,large,senior
Rottweiler,11,7,White,Male,rottweiler,8.0,8.5,0.0,0,small,senior
Labrador Retriever,13,31,White,Male,labrador retriever,1.0,1.0,0.0,0,large,senior
Bull Terrier,5,58,Red,Female,bull terrier,64.0,58.125,0.0,1,giant,adult
Maltese,1,53,Gray,Female,maltese,38.0,33.0,0.0,1,giant,puppy
Weimaraner,12,48,Brindle,Male,weimaraner,39.0,35.5,0.0,0,giant,senior
Saint Bernard,13,9,Blue,Female,bernard saint,,,,1,small,senior
Poodle,11,27,Merle,Female,poodle,6.0,7.0,0.0,1,large,senior
Beagle,13,23,Merle,Male,beagle,7.0,5.625,0.0,0,medium,senior
French Bulldog,12,43,Gray,Female,bulldog french,2.0,5.75,0.0,1,large,senior
Akita,6,6,Black and Tan,Male,akita,48.0,46.5,0.0,0,small,adult
Basenji,11,9,Spotted,Male,basenji,86.0,86.375,0.0,0,small,senior
Chesapeake Bay Retriever,4,44,Red,Female,bay chesapeake retriever,50.0,44.125,0.0,1,large,adult
Great Dane,12,24,Red,Male,dane great,15.0,15.25,0.0,0,medium,senior
Bulldog,7,32,Tricolor,Female,bulldog,5.0,4.625,0.0,1,large,adult
Border Collie,8,12,Blue,Male,border collie,,,,0,medium,senior
Shiba Inu,1,53,White,Female,inu shiba,43.0,44.875,0.0,1,giant,puppy
Samoyed,4,58,Brindle,Male,samoyed,56.0,61.5,0.0,0,giant,adult
Chinese Shar-Pei,3,34,Cream,Male,chinese pei shar,61.0,60.875,0.0,0,large,adult
Boxer,1,39,Red,Female,boxer,14.0,10.625,0.0,1,large,puppy
Dogo Argentino,8,29,Cream,Male,argentino dogo,93.0,93.0,0.875,0,large,senior
Poodle,1,17,Black and White,Male,poodle,6.0,7.0,0.0,0,medium,puppy
Chesapeake Bay Retriever,8,10,Merle,Male,bay chesapeake retriever,50.0,44.125,0.0,0,small,senior
Rottweiler,3,49,Spotted,Male,rottweiler,8.0,8.5,0.0,0,giant,adult
Cavalier King Charles Spaniel,1,18,White,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,medium,puppy
Yorkshire Terrier,3,53,Tan,Male,terrier yorkshire,13.0,9.0,0.0,0,giant,adult
Boston Terrier,7,43,Cream,Male,boston terrier,21.0,21.625,0.0,0,large,adult
Rottweiler,13,20,Brindle,Female,rottweiler,8.0,8.5,0.0,1,medium,senior
French Bulldog,1,5,Black and Tan,Female,bulldog french,2.0,5.75,0.0,1,small,puppy
Shetland Sheepdog,13,54,Bicolor,Female,sheepdog shetland,27.0,23.75,0.0,1,giant,senior
Bichon Frise,9,56,Merle,Female,bichon frise,45.0,44.125,0.0,1,giant,senior
Airedale Terrier,4,9,Tricolor,Male,airedale terrier,62.0,57.375,0.0,0,small,adult
French Bulldog,14,50,Cream,Male,bulldog french,2.0,5.75,0.0,0,giant,senior
Bloodhound,11,27,Tan,Female,bloodhound,46.0,49.375,0.0,1,large,senior
Boston Terrier,4,35,Merle,Male,boston terrier,21.0,21.625,0.0,0,large,adult
Rottweiler,7,37,Bicolor,Female,rottweiler,8.0,8.5,0.0,1,large,adult
Cocker Spaniel,7,36,Sable,Female,cocker spaniel,30.0,29.375,0.0,1,large,adult
Schnauzer,7,50,Sable,Female,schnauzer,,,,1,giant,adult
Labrador Retriever,5,41,Black and Tan,Female,labrador retriever,1.0,1.0,0.0,1,large,adult
Poodle,11,8,Bicolor,Male,poodle,6.0,7.0,0.0,0,small,senior
Bichon Frise,3,40,Black and Tan,Female,bichon frise,45.0,44.125,0.0,1,large,adult
Alaskan Malamute,6,24,Black and Tan,Male,alaskan malamute,65.0,58.875,0.0,0,medium,adult
Cavalier King Charles Spaniel,5,39,Brown,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,large,adult
Boxer,11,22,Black and White,Female,boxer,14.0,10.625,0.0,1,medium,senior
Cocker Spaniel,3,49,Brown,Male,cocker spaniel,30.0,29.375,0.0,0,giant,adult
Rottweiler,1,8,Bicolor,Male,rottweiler,8.0,8.5,0.0,0,small,puppy
Shetland Sheepdog,10,13,Merle,Male,sheepdog shetland,27.0,23.75,0.0,0,medium,senior
Vizsla,12,6,Black,Female,vizsla,35.0,32.625,0.0,1,small,senior
Great Dane,2,20,White,Male,dane great,15.0,15.25,0.0,0,medium,adult
Yorkshire Terrier,11,46,Sable,Female,terrier yorkshire,13.0,9.0,0.0,1,giant,senior
Alaskan Malamute,6,13,Blue,Male,alaskan malamute,65.0,58.875,0.0,0,medium,adult
Irish Setter,14,57,Sable,Female,irish setter,75.0,74.625,0.0,1,giant,senior
Labrador Retriever,10,27,Sable,Female,labrador retriever,1.0,1.0,0.0,1,large,senior
Basenji,14,15,Cream,Male,basenji,86.0,86.375,0.0,0,medium,senior
Chinese Shar-Pei,6,49,Cream,Female,chinese pei shar,61.0,60.875,0.0,1,giant,adult
Bloodhound,9,17,Gray,Female,bloodhound,46.0,49.375,0.0,1,medium,senior
Bernese Mountain Dog,5,8,Brindle,Male,bernese mountain,22.0,26.5,0.0,0,small,adult
Dachshund,13,27,Spotted,Female,dachshund,10.0,11.625,0.0,1,large,senior
Chinese Shar-Pei,10,17,Red,Female,chinese pei shar,61.0,60.875,0.0,1,medium,senior
Akita,1,30,Brown,Female,akita,48.0,46.5,0.0,1,large,puppy
Havanese,14,58,Spotted,Female,havanese,24.0,23.75,0.0,1,giant,senior
Shiba Inu,14,31,Brown,Female,inu shiba,43.0,44.875,0.0,1,large,senior
Cocker Spaniel,13,45,Black,Male,cocker spaniel,30.0,29.375,0.0,0,giant,senior
Border Collie,7,46,Black and White,Female,border collie,,,,1,giant,adult
Chihuahua,2,5,Spotted,Female,chihuahua,34.0,29.75,0.0,1,small,adult
