Breed,Age,Weight,Gender,Color,Coat Length,Coat Type,Energy Level,Playfulness Level,is_brachycephalic,size_category,Spayed/Neutered,Indoor/Outdoor,Season,Sun Exposure,Wind Cooling Effect,Station_Temp,Station_Humidity,Ambient_Temp,Ambient_Humidity,T_device,H_device,breed_wt_mu,breed_wt_sd,ideal_weight,pct_of_ideal,BCS_cont,BCS,Temp_Diff,Hum_Diff,CBT_simulated,is_old,is_overweight,heat_stress_risk,High_humidity_fordogs,prior_heat_related_injury_est,simulated_heat_injury_flag,target2Category,target3Category
Pekingese,9.6,39.5,Male,Bicolor,Long,Double,3.0,4.0,1.0,Large,1,Outdoor_Now,Winter,1.7865359826922376,-0.21468300379331406,16.300923670344307,76.18135812227123,16.3,76.18,23.66,88.17,33.30882352941177,16.229011568968296,63.561521849762194,0.6214451581786313,3.4857806327145253,3,7.36,11.99,39.20071533354907,0,0,1,1,0.042,0,0,Normal
Pembroke Welsh Corgi,4.9,25.2,Female,White,Short,Double,4.0,4.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,30.918182714793286,83.06983415754344,23.78,52.61,26.53,56.61,34.47761194029851,14.676675175623544,51.19586023467085,0.4922272989356678,2.968909195742671,3,2.75,4.0,38.847276964885914,0,0,0,0,0.0,0,0,Normal
Shetland Sheepdog,9.4,32.7,Male,Merle,Long,Double,4.0,5.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,24.408775776081054,71.6805784309448,22.48,50.34,26.51,60.03,30.2,16.467655372559502,41.755248210117784,0.7831350884432393,4.132540353772957,4,4.03,9.69,39.7526476004344,0,0,0,1,0.002,0,0,Normal
Shetland Sheepdog,9.4,32.7,Male,Merle,Medium,Double,4.0,3.0,0.0,Large,0,Outdoor_Now,Winter,1.902296083755797,-0.7212062249494503,17.50111532135507,60.025431220576564,17.5,60.03,23.96,69.37,30.2,16.467655372559502,22.547690182746127,1.4502594161517526,6.80103766460701,7,6.46,9.34,39.84298402953775,0,1,1,1,0.012,0,1,Heat Stress
Boxer,4.0,40.3,Female,Brown,Short,Smooth,4.0,4.0,1.0,Large,1,Outdoor_Now,Fall,2.1414878999663083,-0.6556012969647248,30.60592668417215,64.34965687205793,30.61,64.35,36.49,72.8,32.23076923076923,15.730095277394142,20.556979455362782,1.9604047417329482,8.841618966931794,9,5.88,8.45,39.12354443076505,0,1,1,1,0.102,0,0,Normal
Rottweiler,9.8,5.9,Male,Merle,Short,Smooth,3.0,4.0,0.0,Small,0,Indoor_Now,Fall,0.0,0.0,29.875931979201635,77.09360641049891,23.58,51.42,25.88,54.3,30.728813559322035,15.845224154137336,44.53505317968029,0.13247991365803408,1.5299196546321365,2,2.3,2.88,39.976247906417036,0,0,0,0,0.0,0,1,Heat Stress
Jack Russell Terrier,6.0,36.7,Female,Bicolor,Short,Wiry,5.0,5.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,26.062476644909626,79.69810222124994,22.81,51.94,25.51,54.83,29.545454545454547,14.82842388395189,10.684009793426863,3.4350399063260864,14.740159625304345,9,2.7,2.89,39.158457488170725,0,1,1,0,0.052000000000000005,0,0,Normal
Dachshund,5.8,32.8,Male,Black and White,Short,Smooth,3.0,4.0,0.0,Large,0,Indoor_Now,Spring,0.0,0.0,35.19194268697967,55.48025794740991,24.64,47.1,26.91,46.89,33.88135593220339,14.82319331988604,2.2352383238009814,14.674050480766724,59.696201923066894,9,2.27,-0.21,38.69273843204105,0,1,1,0,0.042,0,0,Normal
Vizsla,11.5,14.4,Male,Brown,Short,Smooth,5.0,5.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,14.65153934248492,58.288473809378786,20.53,47.66,23.08,50.52,29.96875,15.145819005036781,57.03539215446982,0.2524748135508609,2.0098992542034435,2,2.55,2.86,38.24401919490447,0,0,0,0,0.0,0,0,Normal
Cavalier King Charles Spaniel,5.2,13.2,Male,White,Medium,Wavy,3.0,3.0,1.0,Medium,0,Indoor_Now,Summer,0.0,0.0,31.70568815797594,97.87650926695895,23.94,55.58,26.36,60.62,30.234375,15.476292353144535,32.03029781516733,0.4121098116593032,2.6484392466372126,3,2.42,5.04,39.12805838222215,0,0,1,1,0.032,0,0,Normal
Bull Terrier,12.5,21.2,Female,Bicolor,Short,Smooth,4.0,4.0,1.0,Medium,0,Outdoor_Now,Fall,2.7004654920460585,-0.34312561908546557,28.89522093991058,80.88645208227092,28.9,80.89,36.21,87.73,34.163636363636364,16.000883813973616,40.344165672593405,0.5254787066869889,3.1019148267479557,3,7.31,6.84,39.725231249583,1,0,1,1,0.032,0,0,Normal
Shetland Sheepdog,12.6,48.2,Female,Black and White,Long,Double,4.0,5.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,35.656966248707676,62.64394766315577,24.73,48.53,29.12,60.36,30.2,16.467655372559502,44.68090814374493,1.078760526642244,5.315042106568976,5,4.39,11.83,39.651071403771155,1,0,1,1,0.002,0,0,Normal
Shetland Sheepdog,12.6,48.2,Female,Black and White,Medium,Double,4.0,3.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,22.4179715338913,75.44579833048506,22.08,51.09,25.03,59.1,30.2,16.467655372559502,21.54983695918071,2.236675854731501,9.946703418926004,9,2.95,8.01,39.17948607518232,1,1,1,0,0.052000000000000005,0,0,Normal
Dogo Argentino,6.7,26.0,Male,Bicolor,Short,Smooth,5.0,4.0,0.0,Large,0,Indoor_Now,Fall,0.0,0.0,24.67265369855834,75.87415653766622,22.53,51.17,24.94,53.7,33.67272727272727,15.511112558247163,32.41870040616797,0.8020062394312774,4.20802495772511,4,2.41,2.53,39.48097141135351,0,0,0,0,0.0,0,0,Normal
Lhasa Apso,9.7,6.3,Female,Merle,Long,Silky,3.0,3.0,0.0,Small,0,Indoor_Now,Winter,0.0,0.0,11.630181979501817,79.76014790209432,19.93,51.95,23.61,58.03,29.946428571428573,15.75080909074156,28.89301359153324,0.21804579089825857,1.8721831635930344,2,3.68,6.08,39.29300705584704,0,0,0,0,0.0,0,0,Normal
Miniature Schnauzer,7.6,16.8,Female,Bicolor,Medium,Wiry,3.0,4.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,18.697373437775497,70.10992281328295,21.34,50.02,23.68,51.96,35.29090909090909,15.122552115684128,50.9425902186761,0.32978299548343226,2.319131981933729,2,2.34,1.94,38.968343021934785,0,0,0,0,0.0,0,0,Normal
Pomeranian,12.6,26.0,Male,Brindle,Long,Double,3.0,3.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,35.707942843935,88.8822321335589,24.74,53.78,28.14,62.61,32.25,14.363813871537397,26.708699260225927,0.9734656018505061,4.8938624074020245,5,3.4,8.83,38.932847656517865,1,0,1,1,0.002,0,0,Normal
Pembroke Welsh Corgi,9.6,17.3,Female,Black and Tan,Short,Double,4.0,4.0,0.0,Medium,0,Indoor_Now,Summer,0.0,0.0,35.10539645551202,75.23393486304299,24.62,51.05,27.13,54.81,34.47761194029851,14.676675175623544,33.49255320358039,0.5165327317641049,3.0661309270564194,3,2.51,3.76,39.26966547557739,0,0,0,0,0.0,0,0,Normal
Cavalier King Charles Spaniel,-0.6,24.7,Female,Spotted,Medium,Wavy,3.0,3.0,1.0,Medium,0,Indoor_Now,Summer,0.0,0.0,29.800095364018198,75.66406979149728,23.56,51.13,26.27,55.53,30.234375,15.476292353144535,30.54426324866531,0.8086624908551138,4.2346499634204555,4,2.71,4.4,39.19868026413147,0,0,1,0,0.042,0,0,Normal
Pembroke Welsh Corgi,7.0,28.7,Female,Black,Short,Double,4.0,4.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,37.15379648120949,54.20937954565274,25.03,46.84,27.77,50.95,34.47761194029851,14.676675175623544,47.663192630856706,0.6021417873174506,3.4085671492698024,3,2.74,4.11,39.53231814325775,0,0,0,0,0.0,0,0,Normal
Lhasa Apso,6.5,27.2,Male,Black and Tan,Long,Silky,3.0,3.0,0.0,Large,0,Indoor_Now,Spring,0.0,0.0,20.735244181398784,82.5407032982011,21.75,52.51,25.7,57.99,29.946428571428573,15.75080909074156,39.34099980248675,0.6913906646134774,3.7655626584539097,4,3.95,5.48,39.73923983053114,0,0,0,0,0.0,0,0,Normal
Vizsla,15.9,46.1,Female,Black and Tan,Short,Smooth,5.0,5.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,34.2742536264375,83.47492686307979,24.45,52.69,26.98,57.73,29.96875,15.145819005036781,36.765352044604754,1.2538979619743662,6.015591847897465,6,2.53,5.04,38.750785405351145,1,0,1,0,0.022,0,0,Normal
Bernese Mountain Dog,8.3,40.3,Male,Spotted,Medium,Double,4.0,4.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,33.309430383106715,91.57060151205988,24.26,54.31,27.44,62.09,33.267857142857146,16.370140301979504,0.46506528128504243,86.6545012533408,347.6180050133632,9,3.18,7.78,38.73956691567488,0,1,1,1,0.042,0,0,Normal
Havanese,13.4,21.3,Male,Merle,Long,Double,3.0,5.0,0.0,Medium,0,Indoor_Now,Fall,0.0,0.0,20.60871029968677,76.00894305343775,21.72,51.2,25.71,61.11,31.563636363636363,16.215862874179983,36.41197885345425,0.5849723269840732,3.339889307936293,3,3.99,9.91,39.58713779228633,1,0,1,1,0.0,0,0,Normal
Dachshund,14.1,11.4,Female,Tricolor,Short,Smooth,3.0,4.0,0.0,Medium,1,Outdoor_Now,Winter,1.6553957303097735,-0.2824789673841718,11.9919650587161,66.91617996269817,11.99,66.92,17.87,74.05,33.88135593220339,14.82319331988604,45.348260619397834,0.25138781166666446,2.005551246666658,2,5.88,7.13,39.147204042192236,1,0,1,1,0.0,0,0,Normal
Alaskan Malamute,3.4,42.2,Female,Blue,Medium,Double,4.0,3.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,23.590581207810036,65.22778123169202,22.32,49.05,25.21,56.01,34.63636363636363,14.87648360029225,22.47205559315432,1.8778878427505947,8.51155137100238,9,2.89,6.96,38.83218035813898,0,1,1,0,0.052000000000000005,0,0,Normal
French Bulldog,11.0,15.2,Male,Spotted,Short,Smooth,3.0,5.0,1.0,Medium,1,Indoor_Now,Fall,0.0,0.0,19.551122529956196,66.72405914737449,21.51,49.34,23.77,52.29,28.957142857142856,15.170944497156986,27.977718948533532,0.5432894664486833,3.173157865794733,3,2.26,2.95,39.88826472504916,0,0,1,0,0.042,0,1,Heat Stress
Miniature Schnauzer,9.4,20.2,Female,Brown,Medium,Wiry,3.0,4.0,0.0,Medium,1,Indoor_Now,Spring,0.0,0.0,28.283870449493087,60.14736981498854,23.26,48.03,25.49,51.0,35.29090909090909,15.122552115684128,42.50607127286469,0.47522622992672137,2.9009049197068855,3,2.23,2.97,39.79339332962792,0,0,0,0,0.0,0,0,Normal
Papillon,9.9,23.8,Female,Black and White,Medium,Silky,4.0,5.0,0.0,Medium,1,Indoor_Now,Spring,0.0,0.0,32.10713698824445,77.55261399466269,24.02,51.51,27.19,59.15,32.125,16.89595822246608,48.01114088355609,0.49571827625849124,2.982873105033965,3,3.17,7.64,39.593721741173574,0,0,0,0,0.0,0,0,Normal
Bull Terrier,7.7,45.0,Male,Bicolor,Short,Smooth,4.0,4.0,1.0,Giant,0,Indoor_Now,Spring,0.0,0.0,25.83609636828777,100.0,22.77,56.0,25.0,58.56,34.163636363636364,16.000883813973616,49.185431311503066,0.9149050603013781,4.659620241205513,5,2.23,2.56,38.81483020602283,0,0,1,0,0.042,0,0,Normal
Rottweiler,5.1,45.3,Male,Tan,Short,Smooth,3.0,4.0,0.0,Giant,1,Outdoor_Now,Winter,1.6424632809811754,-0.6927972229592432,10.267804949775698,74.02612648164782,10.27,74.03,15.23,80.58,30.728813559322035,15.845224154137336,42.55180631619028,1.0645846539013804,5.258338615605521,5,4.96,6.55,38.29890251555222,0,0,0,1,0.002,0,0,Normal
Golden Retriever,14.2,4.8,Male,White,Medium,Double,3.0,4.0,0.0,Small,1,Indoor_Now,Fall,0.0,0.0,43.14780035041617,61.85840942653418,26.23,48.37,29.34,54.84,35.45454545454545,16.512792145477587,40.1404505812345,0.11958012255706918,1.4783204902282767,1,3.11,6.47,39.19687642847824,1,0,1,0,0.0,0,0,Normal
Miniature Schnauzer,0.8,6.9,Female,Cream,Medium,Wiry,3.0,4.0,0.0,Small,0,Outdoor_Now,Summer,4.944733267738629,-0.5545677965660173,24.250254754236607,100.0,24.25,100.0,36.04,100.0,35.29090909090909,15.122552115684128,36.32226217775047,0.18996614159749825,1.759864566389993,2,11.79,0.0,38.992893542576205,0,0,0,1,0.0,0,0,Normal
Australian Shepherd,2.2,48.3,Male,Black,Medium,Double,5.0,4.0,0.0,Giant,1,Indoor_Now,Winter,0.0,0.0,13.303039836073642,71.23180114588743,20.26,50.25,23.49,58.81,33.35294117647059,16.359490859329046,28.3091765895962,1.7061605393973398,7.824642157589359,8,3.23,8.56,38.66009450744695,0,1,1,0,0.052000000000000005,0,0,Normal
French Bulldog,11.3,41.7,Female,Tricolor,Short,Smooth,3.0,5.0,1.0,Large,1,Indoor_Now,Fall,0.0,0.0,25.125611841486936,82.79666229308552,22.63,52.56,25.06,55.14,28.957142857142856,15.170944497156986,13.535508679824812,3.0807855830461275,13.32314233218451,9,2.43,2.58,39.040178159577565,0,1,1,0,0.102,0,0,Normal
Whippet,5.7,10.2,Male,Black and Tan,Short,Smooth,4.0,4.0,0.0,Small,0,Outdoor_Now,Summer,3.7428220800509524,-0.3467545062716356,35.59176569084534,79.14936124137861,35.59,79.15,44.92,89.9,32.666666666666664,15.193293197726764,41.612835908192075,0.2451166755974924,1.9804667023899696,2,9.33,10.75,40.119125848350095,0,0,0,1,0.0,0,1,Heat Stress
Alaskan Malamute,-1.5,37.2,Male,Cream,Medium,Double,4.0,3.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,27.23219362996643,47.96238679716804,23.05,45.59,26.05,53.33,34.63636363636363,14.87648360029225,59.08832807107683,0.6295659602223378,3.518263840889351,4,3.0,7.74,39.690760245246665,0,0,0,0,0.002,0,0,Normal
Airedale Terrier,18.9,16.2,Female,Black,Short,Wiry,3.0,3.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,5.280590197367533,72.64475115763331,18.66,50.53,20.81,54.5,31.818181818181817,13.997474519687218,26.82229026346907,0.6039752698547065,3.415901079418826,3,2.15,3.97,39.244117261518355,1,0,1,0,0.0,0,0,Normal
Bull Terrier,3.4,39.3,Female,Brindle,Short,Smooth,4.0,4.0,1.0,Large,1,Indoor_Now,Winter,0.0,0.0,14.143174206586778,80.37788296070089,20.43,52.08,22.76,55.5,34.163636363636364,16.000883813973616,44.59175214406735,0.881328903000476,4.525315612001904,5,2.33,3.42,39.53667792566193,0,0,1,0,0.052000000000000005,1,0,Normal
Boston Terrier,0.5,18.9,Female,White,Short,Smooth,4.0,5.0,1.0,Medium,1,Indoor_Now,Summer,0.0,0.0,26.523893128376145,88.33320340117034,22.9,53.67,25.34,58.2,33.0377358490566,18.50775540576576,37.53588608357002,0.5035181521470141,3.0140726085880565,3,2.44,4.53,39.37190582553972,0,0,1,0,0.042,0,0,Normal
Alaskan Malamute,5.7,49.3,Male,Blue,Medium,Double,4.0,3.0,0.0,Giant,0,Indoor_Now,Winter,0.0,0.0,7.054742251772114,60.14055229517709,19.01,48.03,22.21,55.48,34.63636363636363,14.87648360029225,17.49174922675814,2.818471689760046,12.273886759040185,9,3.2,7.45,38.86226011032622,0,1,1,0,0.042,0,0,Normal
French Bulldog,5.7,43.5,Female,Tricolor,Short,Smooth,3.0,5.0,1.0,Large,1,Indoor_Now,Spring,0.0,0.0,31.455367099897977,81.96668677459326,23.89,52.39,26.12,54.36,28.957142857142856,15.170944497156986,23.26776125503587,1.8695395540293005,8.478158216117201,8,2.23,1.97,38.754475078230556,0,1,1,0,0.102,0,0,Normal
Havanese,13.2,25.3,Female,Tan,Long,Double,3.0,5.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,16.03096976801106,53.657317594740064,20.81,46.73,24.42,55.79,31.563636363636363,16.215862874179983,48.7260373666205,0.5192295817047422,3.076918326818969,3,3.61,9.06,38.8913266979854,1,0,1,0,0.0,0,0,Normal
Pembroke Welsh Corgi,3.3,21.6,Male,Brown,Short,Double,4.0,4.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,18.184269540879406,42.49211634813871,21.24,44.5,24.22,49.29,34.47761194029851,14.676675175623544,22.545741681276382,0.9580523145059453,4.832209258023781,5,2.98,4.79,38.91926917921353,0,0,0,0,0.002,0,0,Normal
Airedale Terrier,9.5,22.7,Female,Bicolor,Short,Wiry,3.0,3.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,22.559128157093348,88.90364548027246,22.11,53.78,24.1,54.08,31.818181818181817,13.997474519687218,33.01629686565708,0.6875392504606446,3.7501570018425783,4,1.99,0.3,37.8385731395201,0,0,0,0,0.002,0,0,Normal
Bloodhound,5.3,26.5,Female,Bicolor,Short,Smooth,3.0,3.0,0.0,Large,0,Indoor_Now,Fall,0.0,0.0,22.349677500778142,66.32566759307315,22.07,49.27,24.04,51.94,32.271186440677965,17.013007709594138,25.149234019240744,1.0537100247158953,5.214840098863581,5,1.97,2.67,38.58533871603105,0,0,0,0,0.0,0,0,Normal
Poodle,0.6,31.6,Male,Gray,Long,Curly,4.0,5.0,0.0,Large,1,Outdoor_Now,Fall,2.734709734130747,-0.3760385944137471,18.685775293505436,59.093761854982844,18.69,59.09,27.78,74.92,33.540983606557376,15.44730156639211,12.12133449727537,2.6069736799279846,11.427894719711938,9,9.09,15.83,38.9911145333277,0,1,1,1,0.052000000000000005,0,0,Normal
Vizsla,4.1,33.8,Female,White,Short,Smooth,5.0,5.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,35.40517513007065,94.14838834137689,24.68,54.83,27.54,59.7,29.96875,15.145819005036781,46.39685174941238,0.7284977045975556,3.9139908183902223,4,2.86,4.87,39.27135019089571,0,0,0,0,0.0,0,0,Normal
Whippet,1.0,28.6,Male,Bicolor,Short,Smooth,4.0,4.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,39.59566359281055,80.73544629124568,25.52,52.15,28.04,55.59,32.666666666666664,15.193293197726764,22.05359486542733,1.2968407270796132,6.187362908318453,6,2.52,3.44,39.31297901534339,0,0,0,0,0.012,0,0,Normal
Maltese,11.7,33.1,Female,Red,Long,Silky,3.0,3.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,15.254182714237755,60.355794131060385,20.65,48.07,23.98,54.5,31.346153846153847,13.70542273583796,57.20208527867694,0.5786502334441748,3.314600933776699,3,3.33,6.43,38.775284198969075,0,0,0,0,0.0,0,0,Normal
Pekingese,6.6,14.0,Female,Black and Tan,Long,Double,3.0,4.0,1.0,Medium,1,Indoor_Now,Fall,0.0,0.0,28.987976348700638,74.4488561004535,23.4,50.89,27.38,59.75,33.30882352941177,16.229011568968296,40.77825924306602,0.34332019708223754,2.37328078832895,2,3.98,8.86,39.295161921633515,0,0,1,0,0.042,0,0,Normal
Jack Russell Terrier,7.1,25.8,Female,Cream,Short,Wiry,5.0,5.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,8.872783182972524,82.40103191235907,19.37,52.48,21.74,56.29,29.545454545454547,14.82842388395189,34.60684565223995,0.7455172383886447,3.982068953554579,4,2.37,3.81,38.88778580593525,0,0,0,0,0.002,0,0,Normal
West Highland White Terrier,8.0,51.2,Female,Spotted,Medium,Double,4.0,5.0,0.0,Giant,0,Indoor_Now,Winter,0.0,0.0,5.881225598548923,42.2632356844442,18.78,44.45,22.06,51.16,29.520833333333332,18.118979802351294,26.32241332601547,1.9451104032849844,8.780441613139939,9,3.28,6.71,39.50903521100519,0,1,1,0,0.042,0,0,Normal
Pembroke Welsh Corgi,8.7,10.3,Female,Cream,Short,Double,4.0,4.0,0.0,Small,0,Indoor_Now,Summer,0.0,0.0,31.95013545292748,96.46750731664117,23.99,55.29,26.63,57.68,34.47761194029851,14.676675175623544,45.69333810038631,0.22541579206516582,1.9016631682606633,2,2.64,2.39,39.76440505556857,0,0,0,0,0.0,0,0,Normal
Saint Bernard,10.9,19.8,Male,Spotted,Short,Smooth,3.0,3.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,25.112586892854235,72.30208605983917,22.62,50.46,24.7,50.97,34.2962962962963,14.315356090088146,27.927271035363383,0.7089844179521843,3.835937671808737,4,2.08,0.51,38.904318868804495,0,0,0,0,0.002,0,0,Normal
Miniature Schnauzer,5.0,39.8,Male,Cream,Medium,Wiry,3.0,4.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,13.789279483375514,76.29347228905795,20.36,51.26,23.11,55.83,35.29090909090909,15.122552115684128,21.053522813338382,1.8904199716536205,8.561679886614481,9,2.75,4.57,38.97040556951653,0,1,1,0,0.052000000000000005,0,0,Normal
Vizsla,6.0,34.3,Male,Bicolor,Short,Smooth,5.0,5.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,10.400893314014027,49.650249605786556,19.68,45.93,21.93,51.81,29.96875,15.145819005036781,7.14215250306561,4.802473761975467,20.209895047901867,9,2.25,5.88,39.46049109589781,0,1,1,0,0.052000000000000005,0,0,Normal
Dogo Argentino,13.6,49.2,Male,Black and White,Short,Smooth,5.0,4.0,0.0,Giant,1,Indoor_Now,Summer,0.0,0.0,30.086596827790196,79.89564177481228,23.62,51.98,25.95,55.65,33.67272727272727,15.511112558247163,27.582704946028716,1.7837264364126002,8.1349057456504,8,2.33,3.67,39.08119103020035,1,1,1,0,0.052000000000000005,0,0,Normal
French Bulldog,5.3,16.0,Male,Tricolor,Short,Smooth,3.0,5.0,1.0,Medium,1,Outdoor_Now,Fall,1.7347808033781291,-0.6859861853406091,18.25564444226754,94.7589937546825,18.26,94.76,23.54,100.0,28.957142857142856,15.170944497156986,14.53401304007029,1.100865945000048,5.403463780000192,5,5.28,5.24,38.894964491118536,0,0,1,1,0.052000000000000005,0,0,Normal
Samoyed,7.4,14.6,Male,Black,Long,Double,4.0,5.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,31.283119881604115,77.12674111483504,23.86,51.43,28.1,60.88,33.017857142857146,13.828154509653745,34.2733196776606,0.425987331758712,2.703949327034848,3,4.24,9.45,39.3299897371065,0,0,0,1,0.0,0,0,Normal
Cocker Spaniel,14.3,18.0,Female,Tricolor,Long,Double,4.0,3.0,0.0,Medium,1,Outdoor_Now,Winter,2.5804598472444096,-0.2800621408635527,11.408164055091483,52.473183890062025,11.41,52.47,19.94,65.9,32.101694915254235,18.31872503022262,86.95464343619835,0.20700447139671416,1.8280178855868567,2,8.53,13.43,39.764661432976936,1,0,1,1,0.0,0,0,Normal
Vizsla,2.2,20.2,Male,Brindle,Short,Smooth,5.0,5.0,0.0,Medium,1,Outdoor_Now,Fall,2.947044052160032,-0.5149610881527346,23.657822596193096,76.26157747312551,23.66,76.26,31.4,85.92,29.96875,15.145819005036781,42.86235500991762,0.4712760182058606,2.8851040728234425,3,7.74,9.66,39.575327905666306,0,0,0,1,0.0,0,0,Normal
Whippet,5.5,32.7,Female,Brindle,Short,Smooth,4.0,4.0,0.0,Large,0,Indoor_Now,Spring,0.0,0.0,23.734480838088064,86.61264082608753,22.35,53.32,24.3,56.52,32.666666666666664,15.193293197726764,61.00115367989557,0.5360554354691999,3.1442217418767995,3,1.95,3.2,39.13974554026144,0,0,0,0,0.0,0,0,Normal
Rottweiler,9.8,32.4,Female,Bicolor,Short,Smooth,3.0,4.0,0.0,Large,0,Indoor_Now,Spring,0.0,0.0,26.718674826451913,76.60165386290092,22.94,51.32,25.25,53.71,30.728813559322035,15.845224154137336,34.862706727291524,0.9293598530212903,4.717439412085161,5,2.31,2.39,39.32761504712227,0,0,0,0,0.0,0,0,Normal
Pembroke Welsh Corgi,14.7,21.9,Male,Blue,Short,Double,4.0,4.0,0.0,Medium,1,Indoor_Now,Summer,0.0,0.0,34.62299676134248,82.6724317874531,24.52,52.53,27.33,56.87,34.47761194029851,14.676675175623544,44.96104322878638,0.4870883419799852,2.9483533679199407,3,2.81,4.34,39.5531804725837,1,0,1,0,0.0,0,0,Normal
Bulldog,10.0,32.1,Female,Bicolor,Short,Smooth,3.0,4.0,1.0,Large,1,Indoor_Now,Winter,0.0,0.0,7.3476437805457895,49.541489081911536,19.07,45.91,21.24,48.12,34.6,14.820656255775308,27.2819824376712,1.1766007134318817,5.706402853727527,6,2.17,2.21,38.99424951966512,0,0,1,0,0.072,0,0,Normal
Havanese,2.2,8.4,Female,Black,Long,Double,3.0,5.0,0.0,Small,1,Indoor_Now,Summer,0.0,0.0,31.242145505820805,76.76539088552846,23.85,51.35,28.01,60.99,31.563636363636363,16.215862874179983,8.814938538088004,0.9529278013346187,4.811711205338475,5,4.16,9.64,38.91346831045038,0,0,0,1,0.002,0,0,Normal
Labrador Retriever,2.3,44.3,Female,Cream,Short,Double,5.0,5.0,0.0,Large,0,Indoor_Now,Fall,0.0,0.0,37.36183974160484,68.1262850156843,25.07,49.63,28.15,55.1,31.923076923076923,15.760270419007453,2.4151934612042822,18.342215939053922,74.36886375621569,9,3.08,5.47,39.578801169316186,0,1,1,0,0.042,0,0,Normal
Havanese,3.1,9.9,Female,Sable,Long,Double,3.0,5.0,0.0,Small,0,Indoor_Now,Winter,0.0,0.0,7.953770091519067,51.01679555161406,19.19,46.2,23.83,56.18,31.563636363636363,16.215862874179983,9.497969622386393,1.0423280336321603,5.169312134528641,5,4.64,9.98,39.5914602845728,0,0,0,0,0.0,0,0,Normal
Airedale Terrier,4.4,19.1,Female,Tan,Short,Wiry,3.0,3.0,0.0,Medium,1,Outdoor_Now,Winter,1.9865718616422023,-0.7657120293352278,10.155768832848668,60.15327589339276,10.16,60.15,15.08,65.86,31.818181818181817,13.997474519687218,24.787890663402848,0.7705375281568222,4.082150112627289,4,4.92,5.71,38.572949431394846,0,0,0,1,0.002,0,0,Normal
Chesapeake Bay Retriever,11.4,34.2,Female,Tricolor,Medium,Wiry,4.0,3.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,40.57728496969608,64.31203900507106,25.72,48.86,28.46,53.9,28.192307692307693,15.003317883432057,28.842178653974827,1.1857634060971605,5.743053624388642,6,2.74,5.04,39.34066967265782,0,0,0,0,0.022,0,0,Normal
